X,Y,Name,description,gx_media_links
79.881012,6.926832,"Globe compeuter 	""Wanathavilluwa, ","Globe compeuter 	""Wanathavilluwa, <br>Puttalam.""	12 Mile , Wanathawilluwa, Puttalam 	0773324333/0784814244",
79.822798,7.906487,"Venus tele Com 	""Colombo Raod, ","Venus tele Com 	""Colombo Raod, <br>Madurankuliya.""	Main Street, Madurankuliya 	712025000",
80.012527,7.887443,"Maneesh Phon shop 	No	02, Bus Stand , Anamaduwa 	322263474","Maneesh Phon shop 	No	02, Bus Stand , Anamaduwa 	322263474",
79.857903,8.022983,"Globe Link 	""Kurunegala Road, ","Globe Link 	""Kurunegala Road, <br>Puttalam.""	10, Kurunagala Rd, puttalam 	774118000",
79.829535,8.031184,"PVM electronics 	""K .K St, ","PVM electronics 	""K .K St, <br>Puttalam.""	17, KK street, Puttalam 	714866932",
79.828849,8.04321,"Hilmy Com 	Pallvasalthurai.	Amma Thottam, Pollivasal Thuray	778451968","Hilmy Com 	Pallvasalthurai.	Amma Thottam, Pollivasal Thuray	778451968",
80.010338,7.875923,"CK Celliuler 	""Uswewa Road, CK Celliuler 	""Uswewa Road, ","CK Celliuler 	""Uswewa Road, <br>Anamaduwa Town""	Puttalam rd, Anamaduwa 	775500472",
79.87597,7.721751,"Dishan Book Shop & Communication 	""Vijaya Katupotha, ","Dishan Book Shop & Communication 	""Vijaya Katupotha, <br>Chilaw.""	Teample Junction, Katupotha, Chilaw 	772109595",
79.87096,7.716308,"SP Communication 	""Cherch juntion,","SP Communication 	""Cherch juntion,<br>Vijeyakatupotha,<br>Chilaw.""	katupotha , Church Junction,",
79.956093,8.302547,"Kalum Communication 	""Kandekuliya North,","Kalum Communication 	""Kandekuliya North,<br>Kandekulliya.""	kalum Stores, kandakuliya North 	776726565",
80.221224,7.653874,"New lakmini Communication 	""Puttalam RD, ","New lakmini Communication 	""Puttalam RD, <br>Padeniya.""	"" Lakmini"", Puttalam Rd, Padeniya 	779105722",
79.828806,7.761107,"Rich Point Communication 	""Colombo Road, ","Rich Point Communication 	""Colombo Road, <br>Keeryankali.""	519, Puttalam rd, Mundalama 	771611333",
79.833827,7.981569,"Lakmini Communication 	""Colombo Road, ","Lakmini Communication 	""Colombo Road, <br>Palavi.""	Colombo Rd, palaviya 	0773196297/07144443787",
79.742246,7.994956,"MK Com	""Kalpitiya Road,","MK Com	""Kalpitiya Road,<br>Mampuriya.""	Mampuriya 	773197721",
79.826081,7.797696,"Asian Communication 	""Colombo Road, ","Asian Communication 	""Colombo Road, <br>Mundel.""	Puttalam Rd, Mundalama 	775552255",
79.835629,7.666718,"Daffadel Phone Shop 	""Main Street, ","Daffadel Phone Shop 	""Main Street, <br>Arachikatuwa.""	Puttalam Rd, Arachchikattuwa 	776029592",
79.76572,8.237145,"Salaru Communication 	""New Jetty Street,Salaru Communication 	""New Jetty Street,","Salaru Communication 	""New Jetty Street,<br>Kalpitiya.""	Jetty Street, Kalpitiya 	779903205",
79.764165,8.226187,"Anjali Communication 	""Anawasal,","Anjali Communication 	""Anawasal,<br>Kalpitiya.""	Anawasala, Kalpitiya 	0777101443/0771049926",
79.756966,8.22831,"Ramzani Com 	""Main Street,","Ramzani Com 	""Main Street,<br>Kalpitiya.""	24, Main Street, Kalpitiya 	770060602",
79.832196,7.770185,"TAS World  	""Musalapitiya Road,","TAS World  	""Musalapitiya Road,<br>Palivasalthurai.""	MP Rd, Thembilivathe, pallivasalthurai	775100762",
80.003085,7.885572,"Maheshi Communication 	""Anamaduwa Town,","Maheshi Communication 	""Anamaduwa Town,<br>Anamaduwa""	90/1, Puttalam Rd, Anamaduwa 	776754646",
79.88215,7.98703,"Saheem Communication 	""Colombo Road, ","Saheem Communication 	""Colombo Road, <br>Nahavilluwa.""	Colombo Rd, palaviya 	771157167",
79.821124,7.729363,"KBN Multy Corner 	""Pulichan Kulam Rd,","KBN Multy Corner 	""Pulichan Kulam Rd,<br>Udappu.""	Puthukuduirippu, Battulu Oya 	779131313",
79.832368,7.723367,"Ananth's Vidio & Audio 	""Main Street, ","Ananth's Vidio & Audio 	""Main Street, <br>Udappu.""	Main Street, Udappuwa 	776655550",
79.837089,7.96629,"Hasla Communication 	""Nagavilluwa, ","Hasla Communication 	""Nagavilluwa, <br>Palavi.""	Nahawill, palavi	0773802097/0718414252",
79.878845,8.268573,"A&A Communication 	""Eluvankulam,","A&A Communication 	""Eluvankulam,<br>Puttalam.""	New Eluwan Kallam, Puttalam 	777235923",
79.835501,7.358126,"Imprerial Communication & Net Café 	""CHILAW ROAD,","Imprerial Communication & Net Café 	""CHILAW ROAD,<br>WENNAPPUWA.""	72, Dematapitiya Junction, Katuneriya 	771937100",
79.822884,7.628906,"Anne Soft Mobile 	""COLOMBO ROAD, ","Anne Soft Mobile 	""COLOMBO ROAD, <br>BANGADENIYA.""	Bangadeniya, Chilaw 	771949449",
79.859362,7.475581,"CAS Communication 	No	133, Mugunuwatawana, Chilaw 	775000211","CAS Communication 	No	133, Mugunuwatawana, Chilaw 	775000211",
79.830093,7.481283,"Shanee Communication 	""KOLONJADIYA, ","Shanee Communication 	""KOLONJADIYA, <br>WENNAPPUWA.""	Chilaw Rd, Wennappuwa 	777477277",
79.891806,7.297343,"SiSila Mobile Center 	""SUPER MARKET ","SiSila Mobile Center 	""SUPER MARKET <br>DANKOTUWA""	02, Super market, Dankotuwa 	773801247",
79.846702,7.316966,"Nethdilu Fauture Center 	HANATHOTHUPALA JUNCTION, NAINAMADAMA WEST	01, hanathotupola Jnction, Nayinamadama 	776368842","Nethdilu Fauture Center 	HANATHOTHUPALA JUNCTION, NAINAMADAMA WEST	01, hanathotupola Jnction, Nayinamadama 	776368842",
79.882278,7.530638,"Raveendas trade center 	""MEDAGAMA  WATTA (283),","Raveendas trade center 	""MEDAGAMA  WATTA (283),<br>MEDAGAMA.""	307, Madagama, Pathirendawa 	777221605",
79.861829,7.34857,"Sirisara textailes & Celeuler 	""KIRIMETIYANA RD,","Sirisara textailes & Celeuler 	""KIRIMETIYANA RD,<br>LUNUWILA.""	12 B, Lunuwila 	0317210310/0777299797",
79.895196,7.494771,"Randula Phone Center & Communication 	""MAIN STREET,","Randula Phone Center & Communication 	""MAIN STREET,<br>DUMMALASURIYA.""	199, Main Street, Dummalasooriya 	777755510",
79.874897,7.378427,"UNI Tell 	""NEGOMBO ROAD,","UNI Tell 	""NEGOMBO ROAD,<br>KOTTARAMULLA.""	130,Negambo Rd, Kotharamulla 	772634337",
79.977078,7.319648,"Caell   Café Celleluler Center 	""NEGOMBO ROAD, ","Caell   Café Celleluler Center 	""NEGOMBO ROAD, <br>BADALGAMA.""	1/2, Meerigama Rd, Badalgama 	772607364",
79.86007,7.276889,"Nethsara Communication 	""NEAR THE RAILWAY GATE, ","Nethsara Communication 	""NEAR THE RAILWAY GATE, <br>WAIKKALA""	Wayikkala 	771610400",
79.801598,7.575223,"New Saybatell 	""CHILAW,","New Saybatell 	""CHILAW,<br>KURUNEGALA.""	29, Kurunagala rd, Chilaw 	777801051",
79.833183,7.370128,"Dineshka Com 	""LANSIGAMA,","Dineshka Com 	""LANSIGAMA,<br>KATUNERIYA""	Lancigama, Katuneriya 	777899220",
79.892235,7.297854,"Sakura Communication 	""NO.22,","Sakura Communication 	""NO.22,<br>NATTANDIYA ROAD,<br>DANKOTUWA.""	22, Naththandiya Rd, Dankotuwa 	777193995",
79.837646,7.531319,"Rukshan Azz Com 	""COLOMBO ROAD, ","Rukshan Azz Com 	""COLOMBO ROAD, <br>KAKKAPALLIYA JUNCTION, <br>KAKKAPALLIYA.""	139/A, Chilaw Rd, Kakkapalliya 	777567771",
79.832325,7.409452,"Rashmi Communication 	""MARAWALA, ","Rashmi Communication 	""MARAWALA, <br>COLOMBO ROAD, .<br>CHILAW.""	Marawila , Chilaw 	771594293",
79.831595,7.43473,"Sethuni Communication 	""THODUWAWA ROAD ","Sethuni Communication 	""THODUWAWA ROAD <br>MAHAWEWA""	06,Thoduwawa Rd, Mahawawa	778004545",
79.820802,7.534403,"ranga Phone City & Communication 	""CHILAW,","ranga Phone City & Communication 	""CHILAW,<br>KAKKAPALLIYA.""	Colombo Rd, galahitiyawa, Madampe 	770856200",
79.83078,7.53368,"Shashikala Phone Shop 	""KAKKAPALLIYA,","Shashikala Phone Shop 	""KAKKAPALLIYA,<br>CHILAW.""	29/4, Colombo Rd, Chilaw 	776535835",
79.855349,7.281933,"Sumihira Book Shop & Communication 	""CHILAW ROAD,","Sumihira Book Shop & Communication 	""CHILAW ROAD,<br>WAIKKALA""	""Sumihira"" ,Chilaw Rd, Wayikkala 	775133123",
79.831467,7.434709,"Supirico Managemant 	No	Halpan wila, Thalvila, Maravila 	777552408","Supirico Managemant 	No	Halpan wila, Thalvila, Maravila 	777552408",
79.944506,7.427666,"NC Recordbar 	""MAKADURA ROAD,","NC Recordbar 	""MAKADURA ROAD,<br>WELIPENNAGAHAMULA.""	NC Recordbar, Walipannagahamula 	775626506",
79.885819,7.35355,"Teulip Book Shop 	""KIRIMETIYANA, ","Teulip Book Shop 	""KIRIMETIYANA, <br>LUNUWILA.""	Kirimatiyana, Lunuwila 	772251088",
79.84108,7.495579,"Sanka Tele Shop 	""New Town,","Sanka Tele Shop 	""New Town,<br>Madampe.""	New Town, Madampe 	773749094",
79.826832,7.482644,"David Vidio Center & Communication 	""NO:53,","David Vidio Center & Communication 	""NO:53,<br>WIJAYARAMA MW,<br>OLD TOWN,<br>MADAMPE.""	53, Hijara Mw, Dagni Town , Madampe 	776210964",
79.859512,7.391812,"Muli Entertartment 	""BOLAWATTHA ROAD,","Muli Entertartment 	""BOLAWATTHA ROAD,<br>LUNUWILA.""	1/12, Thummodara Rd, Lunuwila 	773566850",
80.983604,8.004619,"NRK Stores 	""No:516 A, ","NRK Stores 	""No:516 A, <br>23 mile post, <br>Jayanthiura.""	516/A, 23 Mile, Jayanthipurra 	0712957878/0755860922",
80.966792,8.141272,"Thushara communication & Multi Shop 	""N. Town,","Thushara communication & Multi Shop 	""N. Town,<br>Medirigiirya.""	New Town, Madirigiriya 	0272248148/0712760900",
81.131437,7.905169,"Hotel Suneetha 	No	Madakalapu Rd, Mahawawa, Manampitiya 	772275863","Hotel Suneetha 	No	Madakalapu Rd, Mahawawa, Manampitiya 	772275863",
80.905144,8.038791,"A Mobile Center 	""No:05,","A Mobile Center 	""No:05,<br>Polonnaruwa Rode, <br>Minneriya.""	05, Polonnaruwa Rd, Minneriya 	771782990",
81.000481,7.915413,"Sadeesha Hardwear & Oil Mart 	No	74/9B,New Town  Rd, Polonnaruwa 	770961416","Sadeesha Hardwear & Oil Mart 	No	74/9B,New Town  Rd, Polonnaruwa 	770961416",
80.724063,7.938918,"Priyantha Communication 	""Sigiriya Road, ","Priyantha Communication 	""Sigiriya Road, <br>Kimbissa.""	Sigiriya Rd, Kibissa 	775518759",
81.08777,7.831072,"Samidula Communication 	303, Maguldamana , Paletiyawa 	785039423","Samidula Communication 	303, Maguldamana , Paletiyawa 	785039423",
80.952888,7.952264,"Danda Kelum Stores 	Kadawalawawa. Jayanthipura.	15, Singha Udagama 	770600933","Danda Kelum Stores 	Kadawalawawa. Jayanthipura.	15, Singha Udagama 	770600933",
80.986372,8.000396,"Janadara Stores 	""Polonnaruwa Road,","Janadara Stores 	""Polonnaruwa Road,<br>Jayanthipura.""	21 Mile, jayanthipura, polonnaruwa 	773756927",
81.024406,7.954443,"IK Communication & Multi Center 	""No:99, ","IK Communication & Multi Center 	""No:99, <br>Palugasdamana.""	99, Palugasdamana , Polonnaruwa 	773903860",
80.717325,7.689302,"Nano Electronics	""Elahera Road, ","Nano Electronics	""Elahera Road, <br>Koongahawela.""	Elahara Rd, Kongahawela 	773636536",
81.037774,8.197643,"Supuni Shop 	""Near the Fair,","Supuni Shop 	""Near the Fair,<br>Yaya 10, <br>Ambagaswewa.""	Yaya 10, Maha Aba gas wawa",
81.148549,7.744215,"Nirmana Book Shop  & Communication 	No	Weheragala , Ruhunugama 	777290601","Nirmana Book Shop  & Communication 	No	Weheragala , Ruhunugama 	777290601",
80.949905,7.962167,"Orjith Communication 	""Bendiwewa, ","Orjith Communication 	""Bendiwewa, <br>Jayanthipura.""	25, Mile, Badiwawa, Jayanthi pura	715441899",
80.908298,8.002287,"Anuradha Grossory 	""Polonnaruwa Rode, ","Anuradha Grossory 	""Polonnaruwa Rode, <br>Girithale.""	Wawa pahala, Girithale 	724613850",
81.058524,7.905381,"Ajimir Mobile Showroom 	""Muslim Kolaniya,","Ajimir Mobile Showroom 	""Muslim Kolaniya,<br>Gallella.""	153/3, Gallalla, Kaduruwela 	778885167",
81.000609,7.939779,"Skay Net 	""No:92, ","Skay Net 	""No:92, <br>Batticoloa Road, <br>Polonnaruwa.""	400, Madakalapu Rd, Polonnaruwa 	773802005",
80.791569,7.734636,"Bawana Communication 	""No:191/A, ","Bawana Communication 	""No:191/A, <br>Thalagoda Junction, <br>Elahera.""	190/A, kadawatha, Thalagoda Junction,Mathale 	774901212",
81.173515,7.766103,"Teleprint Communication 	""No:227/A,","Teleprint Communication 	""No:227/A,<br>New Town,<br>Aranaganwila.""	277/A, New Town, Aralaganwila 	724622222",
80.31847,6.771159,"Pubudu Communication 	""THEPPANAWA, ","Pubudu Communication 	""THEPPANAWA, <br>KURUWITA""	Theppanawa, Ihalagama 	0452263848/0776946100",
80.352502,6.647131,"KSC Communication 	""PALAWELA, ","KSC Communication 	""PALAWELA, <br>UDANIRIELLA, <br>RATHNAPURA""	Palawela, Udahiri ella, Rathnapura 	772504584",
80.217361,6.933925,"Nayani Cools Pot & Grosory 	""NO:74, ","Nayani Cools Pot & Grosory 	""NO:74, <br>DIWRUMPITIYA, <br>GATAHETHTHA.""	74, Diwurumpitiya, Gataheththa	0362231400/0715925177",
80.408914,6.834056,"Rasika Communication & Trailers 	ERATHNA	Hospitle Rd, Gagabada, Eraththa	777936653","Rasika Communication & Trailers 	ERATHNA	Hospitle Rd, Gagabada, Eraththa	777936653",
80.088615,6.903592,"Lucky Stores 	""NO:214/4, ","Lucky Stores 	""NO:214/4, <br>HIDELLANA, <br>RATHNAPURA.""	214/4, St.Joachim, Hieleallaa, Rathnapura	0452228442/0776225353",
80.272014,6.805549,"Chamara Commuincation 	""ELLAWALA, ","Chamara Commuincation 	""ELLAWALA, <br>EHELIYAGODA""	Ellawala 	365673390",
80.263485,6.850323,Super Link Communication ,"Super Link Communication 	""NO:06, <br>PANAWALA RD, <br>EHELIYAGODA.""	07, Panawela Rd, Ehaliyagoda 	777602543",
80.312119,6.638563,"Dhanuka Book Shop 	""NO:12, ","Dhanuka Book Shop 	""NO:12, <br>AYAGAMA.""	12, Kalawana Rd, Ayagama 	773878978",
80.215784,6.858898,"Napawala Stores 	No	344, Napawala, Gatathanna 	770823230","Napawala Stores 	No	344, Napawala, Gatathanna 	770823230",
80.415137,6.688754,"Jayakodi Stores 	""NO:33, ","Jayakodi Stores 	""NO:33, <br>MAHAWALA ESTATE RD, RATHNAPURA.""	33, manatala Rd, Rathnapura 	773806977",
80.384903,6.715755,"Newanya Book Shop & Com 	""HIDELLANA  JUNCTION,","Newanya Book Shop & Com 	""HIDELLANA  JUNCTION,<br>HIDELLANA,<br>RATHNAPURA.""	832, Hidallana , rathnapura 	771491266	Rathnapura",
80.356257,6.784498,"PD Vidio & Communication 	""NO:10, ","PD Vidio & Communication 	""NO:10, <br>HIGGASHENA, <br>KURUWITA.""	16, Hickgashena, Kuruwita 	045223043/0719181010",
80.274525,6.791274,"Gamini Stores & Communication 	""NO:846, ","Gamini Stores & Communication 	""NO:846, <br>PAHALA KANDA, <br>ELLAWALA.""	846, Pahalakanda, Ellawala 	775114134	Rathnapura",
80.431616,6.665567,"King Bro Vidio 	""THIRIWANAKATIYA,","6.6655868, 80.431511",
80.368338,6.757906,"Isuru Com 	""PARADISE JUNCTION, ","Isuru Com 	""PARADISE JUNCTION, <br>KURUWITA, <br>RATHNAPURA""	Paradaise Junction, Kuruwita",
80.362716,6.700582,"Amila Juwelary Work Shop 	""KAHANGAMA,","Amila Juwelary Work Shop 	""KAHANGAMA,<br>RATHNAPURA""	Gorak Ela Junction, Dodampe, rathnapura 	772504549",
80.716649,6.944703,Raddalla,,
80.3142,6.634716,"Kaveesha tex 	""NO:783 ","Kaveesha tex 	""NO:783 <br>THRUNA VIYAPARAYA,<br>AYAGAMA.""	Tea Janapadaya , Ayagama",
80.273495,6.739452,"Samanala Communication 	""NO:52, ","Samanala Communication 	""NO:52, <br>MAIN STREET, <br>KIRIELLA.""	52, Main Street, Kiriella 	0452265732/0772459500",
80.424042,6.574575,"Rashmeedara Communication 	""NO:02, ","Rashmeedara Communication 	""NO:02, <br>PATHAGAMA, <br>KURUWITA.""	Pathagama, Kuruvita 	778087203",
80.391426,6.637668,"Sugath Stores 	""HAPUGAHAWELA, ","Sugath Stores 	""HAPUGAHAWELA, <br>RATHNA AHANGAMUWA, <br>RATHNAPURA""	hangamuwa, Rathnapura 	772239499",
80.2144,6.93844,"Dais Communication & Coolspot 	""NO:162/68, ","Dais Communication & Coolspot 	""NO:162/68, <br>RATHNAPURA RD, <br>AWISSAWELLA.""	162/68, Rahnapura Rd, Madola, Awissawella 	0362232882/0757658009",
80.306969,6.824597,"Thilanga Communication 	PARAKADUWA	pArakaduwa 	777063638","Thilanga Communication 	PARAKADUWA	pArakaduwa 	777063638",
80.371835,6.76449,"Melainim Mobile Center 	""NO:54/C, ","Melainim Mobile Center 	""NO:54/C, <br>MAIN STREET, <br>KURUWITA.""	54 c, Main Street, Kuruwita 	452262809",
80.485336,6.708925,"Sadali Egancies 	No	Hospitle Junction , Gallella 	452248218","Sadali Egancies 	No	Hospitle Junction , Gallella 	452248218",
80.45773,6.595805,"Disanayaka 	""YAKDEWATTA,","Disanayaka 	""YAKDEWATTA,<br>NIVITHIGALA.""	Yakdehewana, Niwithigala 	775106799",
80.541716,6.624506,"Eye Communication 	""BUS STAND,","Eye Communication 	""BUS STAND,<br>PELMADULLA.""	Near the Bus Stand , Pelmadulla 	712156000",
80.620315,6.608339,"Double "" H"" Com 	""HUNUWAKA,","Double "" H"" Com 	""HUNUWAKA,<br>OPANAYAKA.""	76/1, Hunuwala, Opanayake 	452270791",
80.158997,6.287231,"Ovini Sadeve Criation 	No	Ciedny Bilding , Elpitiya, ATAKALANPANNA. 	452273074","Ovini Sadeve Criation 	No	Ciedny Bilding , Elpitiya, ATAKALANPANNA. 	452273074",
80.637052,6.611557,"Janaka Trade Center 	""UDAWELA,","Janaka Trade Center 	""UDAWELA,<br>OPANAYAKA.""	Udawela, Opanayake	0773806890/0777071588",
80.523605,6.632552,"Sisila Stores 	""GANEGAMA,","Sisila Stores 	""GANEGAMA,<br>PELMADULLA.""	Ganegama, Pelmadulla 	716283225",
80.39664,6.530874,"Live Communication 	""NO:49 1/1,","Live Communication 	""NO:49 1/1,<br>MANANA, <br>KALAWANA.""	49 A/B , Rathnapura Rd, Manana, Kalawana	452255950",
80.611035,6.606069,"Gihan Communication 	""NEAR GELGAS, ","Gihan Communication 	""NEAR GELGAS, <br>OPANAYAKA.""	Delgas Junction, Opanayake 	773194466",
80.497856,6.645937,"818060416 V 	Kumari Beuti Center 	""SANNASGAMA, ","818060416 V 	Kumari Beuti Center 	""SANNASGAMA, <br>LELLOPITIYA.""	sannasgama, Lellopitiya 	713979435",
80.434138,6.707487,"Devemina Vidio 	""MALWALA, ","Devemina Vidio 	""MALWALA, <br>RATHNAPURA.""	Wewelwaththa Rd, Malwala , Rathnapura 	774184852",
80.396742,6.531252,"Aruna  	No	91/10, Mamana, Kalawana 	718175427","Aruna     No   91/10, Mamana,  Kalawana    718175427",
80.07573,6.824469,"Cine Vidio & Com 	""WEWELWATHTHA RD,","Cine Vidio & Com 	""WEWELWATHTHA RD,",
80.470026,6.70592,"Ruby trailers & communication 	""GALLELLA, ","Ruby trailers & communication 	""GALLELLA, <br>RATHANAPURA.""	Udanegepola, Gallella, Rathnapura 	772232773",
80.497727,6.645809,"Dammika Entertetmant 	""SANNASGAMA","Dammika Entertetmant 	""SANNASGAMA, <br>PELMADULLA.""	Lollupitiya 	779118114",
80.573301,6.583229,"Dinu Communication & DVD Home 	""NO:04, ","Dinu Communication & DVD Home 	""NO:04, <br>YAINNA JUNCTION,<br>KAHAWATTA.""	04, yainna Junction, Kahawaththa 	777159180",
80.41732,6.583256,"perera Booka Shop 	No	Near The School, Uper karawita 	728048870","perera Booka Shop 	No	Near The School, Uper karawita 	728048870",
80.438976,6.714434,"Sameera Com 	No	Iduruwa, Gilimale 	770897834	Rathnapura","Sameera Com 	No	Iduruwa, Gilimale 	770897834	Rathnapura",
80.404837,6.53679,"Oshan Vidio & Communication 	""KALAWANA RD, ","Oshan Vidio & Communication 	""KALAWANA RD, <br>DE ELA.""	Near The School, Dela 	452279789",
80.500399,6.717577,"Galakada Tea Center 	""GALABADA, ","Galakada Tea Center 	""GALABADA, <br>GALLELLA,<br>RATHNAPURA.""	Galaboda Junction , Gallella, Rathnapura 	775102631",
80.435736,6.708254,"Indika Stationeres 	""MATWALA JUNCTION, ","Indika Stationeres 	""MATWALA JUNCTION, <br>MALWALA, <br>RATHANAPURA.""	Malwala Junction , Rathnapura 	775999289",
80.65145,6.504523,"Ishan Stores 	""PEELLAGODA, ","Ishan Stores 	""PEELLAGODA, <br>PALLEGAMA, <br>GODAKAWELA.""	Pallegama, Godakawela 	757416881",
80.321624,6.541405,"Nimesha Coulor Photo & Vidio 	""NIKAODA JUNCTION, ","Nimesha Coulor Photo & Vidio 	""NIKAODA JUNCTION, <br>KALAWANA.""	Nikagoda Junction, Kalawana 	777223551",
80.621731,6.608829,"Chamil Communication 	""NO:4A, ","Chamil Communication 	""NO:4A, <br>MAIN STREET,<br>OPANAYAKA.""	04 A, Main Street, Opanayake 	0773194409/0455622655",
80.506439,6.588899,"Watapotha Grosarry 	WATAPATHA NIVITHIGALA",Watapotha Grosarry <br><br>WATAPATHA NIVITHIGALA,
81.247748,6.853327,"Thushara Communication 	""Weheragoda,","Thushara Communication 	""Weheragoda,<br>Badalkubura.""	Buththala Rd, Badalkubura 	778784901",
80.677199,6.729948,"GDA Hotel 	No	Pudukotuwa, Pinnawala, Balangoda 	775369114","GDA Hotel 	No	Pudukotuwa, Pinnawala, Balangoda 	775369114",
80.769939,6.71746,"WIKO 	""""""Y"""" JUNCTION, ","WIKO 	""""""Y"""" JUNCTION, <br>BELIHULOYA.""	Y Junction , Belehuloya, Balangoda 	0773194460/0452280117",
80.583086,6.699985,"Pramasiri Communication 	""RATHNAPURA ROAD, ","Pramasiri Communication 	""RATHNAPURA ROAD, <br>WEWELWATTA.""	Rathnapura Rd, Wewalwaththa 	776177505",
80.723784,6.631742,"Araliya Com Net & Book Shop 	""NO:6/A, ","Araliya Com Net & Book Shop 	""NO:6/A, <br>KIRIMATITHANNA JUNCTION, <br>BALANGODA.""	6/A, Kirimatithanna, Balangoda 	454908072",
80.706446,6.482543,"Sun Ray Communication 	No	Hospitle Rd, Pallebadda 	452241485","Sun Ray Communication 	No	Hospitle Rd, Pallebadda 	452241485",
80.701404,6.650115,"SKY Tel 	NEW BUS STAND.	A4, New Bus Stand , Balangoda ","SKY Tel 	NEW BUS STAND.	A4, New Bus Stand , Balangoda",
80.707154,6.481583,"Saman Record Bar 	""AMBANWILA,","Saman Record Bar 	""AMBANWILA,<br>PALLEBEDDA.""	Aembewila, Pallebadda 	0457914122/0772573832",
80.643532,6.692676,"Nikini Call Center 	No	159, Rassagala , Balangoda 	778599612","Nikini Call Center 	No	159, Rassagala , Balangoda 	778599612",
80.700417,6.632211,"EHL fernando & Sons 	""NO:252, ","EHL fernando & Sons 	""NO:252, <br>RATHNAPURA ROAD, <br>BALANGODA.""	252, Rathnapura Rd, Balangoda 	776929141",
80.707541,6.579264,"Thisara Communication & Studio 	WELIGEPOLA.	Weligepola, Balangoda ","Thisara Communication & Studio 	WELIGEPOLA.	Weligepola, Balangoda",
80.683047,6.495953,"DilXI Cools Pot & Book Shop 	No	Balavinna, Pallebadda 	454983186","6.5000454, 80.6833703DilXI Cools Pot & Book Shop 	No	Balavinna, Pallebadda 	454983186",
81.036487,6.962786,"Asilk Mobile 	""No:23, ","Asilk Mobile 	""No:23, <br>Bandarawela Road, <br>Haliela.""	Bandarawela  rd, Hali Hala 	725602040",
80.630186,6.053993,"Sadarn Ledar & Communication 	""Hettiwela,","Sadarn Ledar & Communication 	""Hettiwela,<br>Kirinda Puhulwella.""	Hettoyawala, Puhulwalla.	773804939",
80.636859,6.30167,"Darshana Communication 	""Heegoda, ","Darshana Communication 	""Heegoda, <br>Urubokka""	Heegoda , Urubokka 	773196713",
80.603857,6.32255,"NMR electronics 	""Kakundeniya,","NMR electronics 	""Kakundeniya,<br>Beralapanathara.""	Kakundeniya, Baralapanathara 	771858940",
80.630722,6.267864,"Perera Communication 	""Urubokka Road, ","Perera Communication 	""Urubokka Road, <br>Dampahala.""	Ipadola, Bengamuwa 	772232533",
80.796547,6.462181,"Ravi Communication 	""Panakaduwa Road, ","Ravi Communication 	""Panakaduwa Road, <br>Rotuba.""	Rotuba, Matara 	0772501967/0773658940",
80.588804,5.927957,"Devemina Communication 	""No:08, ","Devemina Communication 	""No:08, <br>New Shopping Complex,<br>Light House Rd.""	19, Thangalla Rd, Deve Nuwara 	0777177222/0412232983",
80.70282,6.04087,"Wasantha Electronics 	""Suranji Place,","Wasantha Electronics 	""Suranji Place,<br>Eldeniya.""	06, Beleaththa Rd, Gatamanna 	0475682333/0775555582",
80.549548,5.952234,"Little Hut Communication 	""No:03,","Little Hut Communication 	""No:03,<br>Siri Mangala Road,<br>Matara.""	03, Siri mangala MW, Mathara 	773237121",
80.584588,6.159457,"Vision Tel Communication 	Mulatiyana.	Mulatiyana Junction, Mulatiyana 	773042734","Vision Tel Communication 	Mulatiyana.	Mulatiyana Junction, Mulatiyana 	773042734",
80.631924,6.306,"G Com Phone Shop 	""Main Street, ","G Com Phone Shop 	""Main Street, <br>Urubokka""	G Com Phon Shop, Urubokka",
80.592914,6.203275,"Sasindu Super Gift 	""Mawarala Hospital Junction, ","Sasindu Super Gift 	""Mawarala Hospital Junction, <br>Mawarala""	Sasindu Super Gift , Mawaru 	775000805",
80.566092,6.079577,"ITS Communication 	""Matara Road, ","ITS Communication 	""Matara Road, <br>Kamburupitiya.""	200, Kaburupitiya Rd, Mathara 	773666946",
80.565491,6.078724,"Chandana Traders & Tele Box 	""Matara Road, ","Chandana Traders & Tele Box 	""Matara Road, <br>Kamburupitiya.""	"" Sinhagiri"" , Mathara Rd, Kaburupitiya 	716666007",
80.529549,5.959405,"Diniwan Com 	""Akuressa Road,","Diniwan Com 	""Akuressa Road,<br>Makandura.""	Akurassa Rd, Mathara",
80.614243,6.037755,"Wijenayaka Book Shop 	""No:20,","Wijenayaka Book Shop 	""No:20,<br>Hakmana Road,<br>Kirinda,<br>Puhulwella.""	20/1, Hakmana Rd, Kirinda, Puhulwalla 	773418900",
80.601969,6.026317,"Lakmal Book Shop 	No	103, Hakmana rd, Mathara 	776403532","Lakmal Book Shop 	No	103, Hakmana rd, Mathara 	776403532",
80.647888,5.958668,"Taniya Communication 	""Tangalle Road,","5.9639476, 80.6442672",
80.651064,5.959863,"Super Tech 	""Tangalle Road,","Super<br>  Tech <br>  <br>Tangalle<br>  Road,<br><br>    Kottagoda.<br>  <br>Godauda,<br>  Kottagoda <br>  <br>771228474",
80.612183,6.253872,"Maura Communication 	""Bengamuwa,","Maura Communication 	""Bengamuwa,<br>Bengamuwa.""	Bengamuwa 	772034308",
